,inputs,preds,golds
175,modern2poem: 我 早 年 遇 到 了 太 平 世 道 ， 在 山 林 中 隐 居 了 二 十 年 。,generated:,"昔 岁 逢 太 平 ， 山 林 二 十 年 。
"
176,modern2poem: 自 惭 这 样 长 久 地 孤 独 沉 沦 ， 辜 负 你 频 繁 地 来 把 我 慰 问 。,generated:,"以 我 独 沉 久 ， 愧 君 相 见 频 。
"
177,modern2poem: 从 前 有 个 漂 亮 女 人 ， 名 叫 公 孙 大 娘 ， 每 当 她 跳 起 剑 舞 来 ， 就 要 轰 动 四 方 。,"generated:从 有,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","昔 有 佳 人 公 孙 氏 ， 一 舞 剑 器 动 四 方 。
"
178,modern2poem: 其 中 有 几 位 都 是 后 妃 的 亲 戚 ，,generated:,"就 中 云 幕 椒 房 亲 ，
"
179,modern2poem: 自 己 到 处 漂 泊 像 什 么 呢 ？,generated:,"飘 飘 何 所 似 ，
"
180,modern2poem: 现 在 已 经 有 人 知 道 那 儿 了 。,generated:,"时 人 已 知 处 。
"
181,modern2poem: 秀 美 的 庐 山 挺 拔 在 南 斗 旁 ，,generated:,"庐 山 秀 出 南 斗 傍 ，
"
182,modern2poem: 有 的 人 十 五 岁 到 黄 河 以 北 去 戍 守 ，,generated:,"或 从 十 五 北 防 河 ，
"
183,modern2poem: 江 流 曲 折 就 像 九 转 的 回 肠 。,generated:,"江 流 曲 似 九 回 肠 。
"
184,modern2poem: 兄 弟 姐 妹 都 因 她 列 土 封 侯 ，,generated:,"姊 妹 弟 兄 皆 列 土 ，
"
185,modern2poem: 藤 叶 茂 密 又 繁 盛 。,generated:,"维 叶 萋 萋 。
"
186,modern2poem: 自 己 到 处 漂 泊 像 什 么 呢 ？ 就 像 天 地 间 的 一 只 孤 零 零 的 沙 鸥 。,generated:,"飘 飘 何 所 似 ， 天 地 一 沙 鸥 。
"
187,modern2poem: 羯 胡 人 狡 诈 事 主 终 究 不 可 靠 ，,generated:,"羯 胡 事 主 终 无 赖 ，
"
188,modern2poem: 统 治 全 国 多 年 竟 找 不 到 一 个 称 心 的 。,generated:,"御 宇 多 年 求 不 得 。
"
189,modern2poem: 在 成 都 城 外 那 柏 树 茂 密 的 地 方 。,generated:,"锦 官 城 外 柏 森 森 。
"
190,modern2poem: 仓 库 里 储 藏 了 很 多 腐 烂 的 粮 食 ，,generated:,"仓 腐 寄 顿 ，
"
191,modern2poem: 驾 着 车 登 上 古 原 。,generated:,"驱 车 登 古 原 。
"
192,modern2poem: 远 看 高 山 色 彩 明 亮 ，,generated:,"远 看 山 有 色 ，
"
193,modern2poem: 月 亮 已 经 沦 没 而 迷 惑 不 清 ， 没 有 什 么 可 看 的 不 如 远 远 走 开 吧 。,generated:,"阴 精 此 沦 惑 ， 去 去 不 足 观 。
"
194,modern2poem: 在 你 生 活 的 当 时 ， 凤 鸟 不 至 ， 你 叹 息 命 运 不 好 ； 麒 麟 出 现 ， 你 又 忧 伤 哀 怨 ， 感 叹 世 乱 道 穷 。,generated:,"叹 凤 嗟 身 否 ， 伤 麟 怨 道 穷 。
"
195,modern2poem: 谁 就 觉 得 府 第 屏 障 增 加 光 辉 。,generated:,"始 觉 屏 障 生 光 辉 。
"
196,modern2poem: 无 边 无 际 的 树 木 萧 萧 地 飘 下 落 叶 ， 望 不 到 头 的 长 江 水 滚 滚 奔 腾 而 来 。,generated:,"无 边 落 木 萧 萧 下 ， 不 尽 长 江 滚 滚 来 。
"
197,modern2poem: 苍 劲 钩 连 像 金 绳 铁 索 穿 锁 钮 ， 浑 然 又 像 织 梭 化 龙 九 鼎 沦 没 。,generated:,"金 绳 铁 索 锁 钮 壮 ， 古 鼎 跃 水 龙 腾 梭 。
"
198,modern2poem: 人 生 道 路 如 此 宽 广 ， 唯 独 我 没 有 出 路 。,generated:,"大 道 如 青 天 ， 我 独 不 得 出 。
"
199,modern2poem: 只 有 远 离 故 里 外 出 做 官 之 人 ，,generated:,"独 有 宦 游 人 ，
"
200,modern2poem: 长 沙 郡 公 业 辉 煌 。,generated:,"业 融 长 沙 。
"
201,modern2poem: 靠 捡 麦 穗 填 充 饥 肠 。,generated:,"拾 此 充 饥 肠 。
"
202,modern2poem: 弯 曲 的 山 路 上 原 本 没 有 雨 ，,generated:,"山 路 元 无 雨 ，
"
203,modern2poem: 燕 地 小 草 像 碧 丝 般 青 绿 ，,generated:,"燕 草 如 碧 丝 ，
"
204,modern2poem: 东 行 登 上 碣 石 山 ，,generated:,"东 临 碣 石 ，
"
205,modern2poem: 忧 心 如 焚 ，,generated:,"忧 心 烈 烈 ，
"
206,modern2poem: 随 意 地 用 短 笛 吹 奏 着 不 成 调 的 的 乐 曲 。,generated:,"短 笛 无 腔 信 口 吹 。
"
207,modern2poem: 新 雨 中 草 色 多 么 青 翠 葱 绿 ，,generated:,"草 色 新 雨 中 ，
"
208,modern2poem: 剧 辛 和 乐 毅 感 激 知 遇 的 恩 情 ， 竭 忠 尽 智 ， 以 自 己 的 才 能 来 报 效 君 主 。,generated:,"剧 辛 乐 毅 感 恩 分 ， 输 肝 剖 胆 效 英 才 。
"
209,modern2poem: 回 乡 隐 居 在 终 南 山 旁 。,generated:,"归 卧 南 山 陲 。
"
210,modern2poem: 东 行 登 上 碣 石 山 ， 来 观 赏 那 苍 茫 的 海 。,generated:,"东 临 碣 石 ， 以 观 沧 海 。
"
211,modern2poem: 八 月 秋 深 狂 风 大 声 吼 叫 ，,generated:,"八 月 秋 高 风 怒 号 ，
"
212,modern2poem: 山 上 的 树 重 重 遮 住 了 远 望 的 视 线 ，,generated:,"岭 树 重 遮 千 里 目 ，
"
213,modern2poem: 大 赦 文 书 一 日 万 里 传 四 方 ，,generated:,"赦 书 一 日 行 万 里 ，
"
214,modern2poem: 从 竹 林 的 缝 隙 里 看 洒 落 下 余 晖 的 夕 阳 。,generated:,"竹 中 窥 落 日 。
"
215,modern2poem: 身 经 沙 场 百 战 铁 甲 已 破 碎 ，,generated:,"百 战 沙 场 碎 铁 衣 ，
"
216,modern2poem: 焚 烧 杀 戮 掠 夺 ，,generated:,"焚 烧 杀 掠 ，
"
217,modern2poem: 江 东 亲 友 有 几 人 正 望 眼 欲 穿 ，,generated:,"江 上 几 人 在 ，
"
218,modern2poem: 晚 风 将 松 涛 声 送 进 窗 户 里 。,generated:,"松 声 晚 窗 里 。
"
219,modern2poem: 建 国 与 吴 魏 三 分 天 下 成 鼎 足 ， 恢 复 五 铢 钱 币 志 在 汉 室 振 兴 。,generated:,"势 分 三 足 鼎 ， 业 复 五 铢 钱 。
"
220,modern2poem: 凄 惨 悲 伤 让 我 肝 肠 寸 断 。,generated:,"凄 怆 摧 心 肝 。
"
221,modern2poem: 家 业 在 灾 年 中 荡 然 一 空 ， 兄 弟 分 散 各 自 你 西 我 东 。,generated:,"时 难 年 荒 世 业 空 ， 弟 兄 羁 旅 各 西 东 。
"
222,modern2poem: 珍 贵 之 木 的 高 处 啊 ，,generated:,"矫 矫 珍 木 巅 ，
"
223,modern2poem: 又 到 了 十 月 小 阳 春 。,generated:,"岁 亦 阳 止 。
"
224,modern2poem: 柳 绿 花 艳 忽 然 眼 前 又 出 现 一 个 山 村 。,generated:,"柳 暗 花 明 又 一 村 。
"
225,modern2poem: 大 雪 纷 飞 落 满 了 身 上 的 弓 刀 。,generated:,"大 雪 满 弓 刀 。
"
226,modern2poem: 好 比 晨 露 转 瞬 即 逝 ， 失 去 的 时 日 实 在 太 多 ！,generated:,"譬 如 朝 露 ， 去 日 苦 多 。
"
227,modern2poem: 孔 明 庙 前 有 一 株 古 老 的 柏 树 ， 枝 干 色 如 青 铜 根 柢 固 如 盘 石 。,generated:,"孔 明 庙 前 有 老 柏 ， 柯 如 青 铜 根 如 石 。
"
228,modern2poem: 大 清 早 就 骑 马 进 入 了 宫 门 。,generated:,"平 明 骑 马 入 宫 门 。
"
229,modern2poem: 僧 人 告 诉 我 说 ， 古 壁 佛 画 真 堂 皇 ， 用 火 把 照 看 ， 迷 迷 糊 糊 看 不 清 爽 。,generated:,"僧 言 古 壁 佛 画 好 ， 以 火 来 照 所 见 稀 。
"
230,modern2poem: 什 么 时 候 你 能 载 酒 到 这 里 来 ，,generated:,"何 当 载 酒 来 ，
"
231,modern2poem: 客 居 在 万 里 之 外 的 危 险 地 方 。,generated:,"羁 危 万 里 身 。
"
232,modern2poem: 听 的 人 都 为 她 悲 伤 。,generated:,"闻 者 为 悲 伤 。
"
233,modern2poem: 我 在 山 中 修 身 养 性 ， 观 赏 朝 槿 晨 开 晚 谢 ； 在 松 下 吃 着 素 食 ， 和 露 折 葵 不 沾 荤 腥 。,generated:,"山 中 习 静 观 朝 槿 ， 松 下 清 斋 折 露 葵 。
"
234,modern2poem: 黄 昏 时 来 到 空 潭 隐 蔽 之 地 ， 安 然 地 修 禅 抑 制 心 中 毒 龙 。,generated:,"薄 暮 空 潭 曲 ， 安 禅 制 毒 龙 。
"
235,modern2poem: 三 杯 下 肚 ， 一 诺 千 金 ， 义 气 重 于 五 岳 。,generated:,"三 杯 吐 然 诺 ， 五 岳 倒 为 轻 。
"
236,modern2poem: 我 悟 到 洞 庭 波 兮 木 叶 下 的 诗 情 。,generated:,"自 觉 洞 庭 波 。
"
237,modern2poem: 贫 家 的 女 儿 不 识 绮 罗 的 芳 香 ，,generated:,"蓬 门 未 识 绮 罗 香 ，
"
238,modern2poem: 是 因 为 有 永 不 枯 竭 的 源 头 源 源 不 断 地 为 它 输 送 活 水 。,generated:,"为 有 源 头 活 水 来 。
"
239,modern2poem: 牢 房 内 闪 着 点 点 鬼 火 一 片 静 谧 ， 春 院 里 的 门 直 到 天 黑 都 始 终 紧 闭 。,generated:,"阴 房 阗 鬼 火 ， 春 院 閟 天 黑 。
"
240,modern2poem: 秋 雨 滴 落 梧 桐 叶 场 面 寂 寞 更 惨 凄 。,generated:,"秋 雨 梧 桐 叶 落 时 。
"
241,modern2poem: 密 林 之 中 何 人 知 晓 我 在 这 里 ？,generated:,"深 林 人 不 知 ，
"
242,modern2poem: 我 本 来 就 没 有 家 ， 不 安 身 在 这 里 又 能 到 哪 里 去 呢 ? 何 况 就 算 是 故 乡 ， 也 没 有 像 这 里 这 样 优 美 的 湖 光 山 色 。,generated:,"我 本 无 家 更 安 往 ， 故 乡 无 此 好 湖 山 。
"
243,modern2poem: 灯 火 照 耀 着 西 宫 知 道 是 在 夜 饮 ， 眼 前 分 明 浮 现 复 道 蒙 恩 受 宠 时 。,generated:,"火 照 西 宫 知 夜 饮 ， 分 明 复 道 奉 恩 时 。
"
244,modern2poem: 远 看 天 边 的 树 林 活 象 是 荠 菜 ，,generated:,"天 边 树 若 荠 ，
"
245,modern2poem: 我 这 老 夫 ， 真 不 知 哪 是 要 去 的 地 方 ，   荒 山 里 迈 步 艰 难 ， 越 走 就 越 觉 凄 伤 。,generated:,"老 夫 不 知 其 所 往 ， 足 茧 荒 山 转 愁 疾 。
"
246,modern2poem: 黄 鹤 一 去 再 也 没 有 回 来 ， 千 百 年 来 只 看 见 悠 悠 的 白 云 。,generated:,"黄 鹤 一 去 不 复 返 ， 白 云 千 载 空 悠 悠 。
"
247,modern2poem: 傍 晚 时 心 情 不 快 ， 驾 着 车 登 上 古 原 。,generated:,"向 晚 意 不 适 ， 驱 车 登 古 原 。
"
248,modern2poem: 在 南 浦 凄 凉 愁 苦 的 分 别 ， 秋 风 萧 索 黯 淡 。,generated:,"南 浦 凄 凄 别 ， 西 风 袅 袅 秋 。
"
249,modern2poem: 与 吐 蕃 接 壤 的 白 雪 戍 是 那 么 的 遥 远 ， 黄 云 海 戍 迷 离 不 见 。,generated:,"白 雪 关 山 远 ， 黄 云 海 戍 迷 。
"
250,modern2poem: 山 中 砍 柴 人 差 不 多 走 尽 ， 烟 霭 中 鸟 儿 刚 归 巢 安 息 。,generated:,"樵 人 归 欲 尽 ， 烟 鸟 栖 初 定 。
"
251,modern2poem: 孩 子 睡 觉 姿 势 不 好 把 被 子 蹬 破 了 。,generated:,"娇 儿 恶 卧 踏 里 裂 。
"
252,modern2poem: 江 面 上 传 来 马 的 嘶 鸣 看 船 归 ，,generated:,"波 上 马 嘶 看 棹 去 ，
"
253,modern2poem: 流 动 的 平 羌 江 上 ， 倒 映 着 月 影 。,generated:,"影 入 平 羌 江 水 流 。
"
254,modern2poem: 它 虽 有 苦 心 也 难 免 蝼 蚁 侵 蚀 ，,"generated:诗歌 它 虽 心 也 难,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","苦 心 岂 免 容 蝼 蚁 ，
"
255,modern2poem: 正 要 带 领 轻 骑 兵 去 追 赶 ，,generated:,"欲 将 轻 骑 逐 ，
"
256,modern2poem: 牧 童 笑 而 不 答 遥 指 杏 花 山 村 。,generated:,"牧 童 遥 指 杏 花 村 。
"
257,modern2poem: 助 长 了 炎 热 的 肆 虐 ，,generated:,"助 长 炎 虐 ，
"
258,modern2poem: 恢 复 五 铢 钱 币 志 在 汉 室 振 兴 。,generated:,"业 复 五 铢 钱 。
"
259,modern2poem: 当 年 在 岐 王 宅 里 ， 常 常 见 到 你 的 演 出 ； 在 崔 九 堂 前 ， 也 曾 多 次 欣 赏 你 的 艺 术 。,generated:,"岐 王 宅 里 寻 常 见 ， 崔 九 堂 前 几 度 闻 。
"
260,modern2poem: 幸 福 不 会 凭 空 至 ，,generated:,"福 不 虚 至 ，
"
261,modern2poem: 难 道 不 怕 猎 人 的 金 弹 丸 ？,generated:,"得 无 金 丸 惧 ？
"
262,modern2poem: 香 炉 峰 瀑 布 与 它 遥 遥 相 望 ， 重 崖 叠 嶂 耸 云 霄 莽 莽 苍 苍 。,generated:,"香 炉 瀑 布 遥 相 望 ， 回 崖 沓 嶂 凌 苍 苍 。
"
263,modern2poem: 风 急 天 高 猿 猴 啼 叫 显 得 十 分 悲 哀 ，,generated:,"风 急 天 高 猿 啸 哀 ，
"
264,modern2poem: 深 夜 时 分 听 到 前 殿 传 来 按 着 节 拍 唱 歌 的 声 音 。,generated:,"夜 深 前 殿 按 歌 声 。
"
265,modern2poem: 喜 气 洋 洋 归 夫 家 。,generated:,"宜 其 室 家 。
"
266,modern2poem: 西 原 贼 人 攻 入 道 州 城 ，,generated:,"西 原 贼 入 道 州 ，
"
267,modern2poem: 孔 明 庙 前 有 一 株 古 老 的 柏 树 ，,generated:,"孔 明 庙 前 有 老 柏 ，
"
268,modern2poem: 喝 醉 酒 酣 睡 不 知 天 已 黄 昏 ，,generated:,"醉 卧 不 知 白 日 暮 ，
"
269,modern2poem: 太 真 听 说 君 王 的 使 者 到 了 ， 从 绣 饰 华 美 的 帐 子 里 惊 醒 。,generated:,"闻 道 汉 家 天 子 使 ， 九 华 帐 里 梦 魂 惊 。
"
270,modern2poem: 白 雪 也 嫌 春 色 来 得 太 晚 了 ， 所 以 有 意 化 作 花 儿 在 庭 院 树 间 穿 飞 。,generated:,"白 雪 却 嫌 春 色 晚 ， 故 穿 庭 树 作 飞 花 。
"
271,modern2poem: 牧 童 骑 在 黄 牛 背 上 ， 嘹 亮 的 歌 声 在 林 中 回 荡 。,generated:,"牧 童 骑 黄 牛 ， 歌 声 振 林 樾 。
"
272,modern2poem: 秋 风 萧 索 黯 淡 。,generated:,"西 风 袅 袅 秋 。
"
273,modern2poem: 穿 上 衣 服 推 开 枕 头 出 了 睡 帐 ，,generated:,"揽 衣 推 枕 起 徘 徊 ，
"
274,modern2poem: 山 峦 重 叠 水 流 曲 折 正 担 心 无 路 可 走 ， 柳 绿 花 艳 忽 然 眼 前 又 出 现 一 个 山 村 。,generated:,"山 重 水 复 疑 无 路 ， 柳 暗 花 明 又 一 村 。
"
275,modern2poem: 我 和 猫 儿 都 不 愿 出 门 。,generated:,"我 与 狸 奴 不 出 门 。
"
276,modern2poem: 年 年 战 死 的 尸 骨 埋 葬 于 荒 野 ， 换 来 的 只 是 西 域 葡 萄 送 汉 家 。,generated:,"年 年 战 骨 埋 荒 外 ， 空 见 蒲 桃 入 汉 家 。
"
277,modern2poem: 我 在 南 陵 嫌 送 信 人 来 得 太 迟 。,generated:,"南 陵 寓 使 迟 。
"
278,modern2poem: 青 枫 树 叶 已 变 红 秋 霜 已 下 降 。,generated:,"青 枫 叶 赤 天 雨 霜 。
"
279,modern2poem: 轮 台 城 头 夜 里 吹 起 号 角 ， 轮 台 城 北 旄 头 星 正 降 落 。,generated:,"轮 台 城 头 夜 吹 角 ， 轮 台 城 北 旄 头 落 。
"
280,modern2poem: 意 中 之 人 在 何 处 ？ 就 在 河 水 那 一 方 。,generated:,"所 谓 伊 人 ， 在 水 一 方 。
"
281,modern2poem: 要 问 池 塘 里 的 水 为 何 这 样 清 澈 呢 ？,generated:,"问 渠 那 得 清 如 许 ？
"
282,modern2poem: 蓬 莱 宫 中 的 孤 寂 时 间 还 很 漫 长 。,generated:,"蓬 莱 宫 中 日 月 长 。
"
283,modern2poem: 月 色 如 霜 所 以 霜 飞 无 从 觉 察 ， 洲 上 的 白 沙 和 月 色 融 合 在 一 起 看 不 分 明 。,generated:,"空 里 流 霜 不 觉 飞 ， 汀 上 白 沙 看 不 见 。
"
284,modern2poem: 放 牛 的 孩 子 横 坐 在 牛 背 上 ，,generated:,"牧 童 归 去 横 牛 背 ，
"
285,modern2poem: 王 羲 之 书 法 时 俗 趁 机 显 秀 媚 ，,generated:,"羲 之 俗 书 趁 姿 媚 ，
"
286,modern2poem: 邓 攸 没 有 后 代 是 命 运 的 安 排 ， 潘 岳 悼 念 亡 妻 只 是 徒 然 悲 鸣 。,generated:,"邓 攸 无 子 寻 知 命 ， 潘 岳 悼 亡 犹 费 词 。
"
287,modern2poem: 世 人 只 晓 听 曲 不 懂 得 欣 赏 ，,generated:,"世 人 解 听 不 解 赏 ，
"
288,modern2poem: 一 个 小 孩 撑 着 小 船 ， 偷 偷 地 采 了 白 莲 回 来 。,generated:,"小 娃 撑 小 艇 ， 偷 采 白 莲 回 。
"
289,modern2poem: 如 今 回 来 路 途 中 ，,generated:,"今 我 来 思 ，
"
290,modern2poem: 这 清 幽 境 地 很 合 我 的 雅 兴 ，,generated:,"及 兹 契 幽 绝 ，
"
291,modern2poem: 葛 草 长 得 长 又 长 ，,generated:,"葛 之 覃 兮 ，
"
292,modern2poem: 可 悲 遭 遇 千 万 代 令 人 伤 情 。,generated:,"万 古 惟 留 楚 客 悲 。
"
293,modern2poem: 狂 风 卷 走 了 我 屋 顶 上 好 几 层 茅 草 。,generated:,"卷 我 屋 上 三 重 茅 。
"
294,modern2poem: 所 有 的 山 ， 飞 鸟 全 都 断 绝 ； 所 有 的 路 ， 不 见 人 影 踪 迹 。,generated:,"千 山 鸟 飞 绝 ， 万 径 人 踪 灭 。
"
295,modern2poem: 只 恨 春 宵 太 短 一 觉 就 睡 到 太 阳 高 高 升 起 ， 君 王 从 此 再 也 不 早 朝 了 。,generated:,"春 宵 苦 短 日 高 起 ， 从 此 君 王 不 早 朝 。
"
296,modern2poem: 无 边 无 际 的 风 光 焕 然 一 新 。,generated:,"无 边 光 景 一 时 新 。
"
297,modern2poem: 也 不 及 汪 伦 送 别 我 的 一 片 情 深 。,generated:,"不 及 汪 伦 送 我 情 。
"
298,modern2poem: 从 不 将 安 和 危 放 在 心 里 。,generated:,"性 命 安 可 怀 ？
"
299,modern2poem: 旧 时 恩 爱 难 忘 国 家 开 始 振 兴 。,generated:,"云 雨 难 忘 日 月 新 。
"
300,modern2poem: 君 王 思 念 贵 妃 的 情 意 令 他 感 动 ，,generated:,"为 感 君 王 辗 转 思 ，
"
301,modern2poem: 漫 漫 长 夜 中 泛 流 着 琴 瑟 的 清 音 ； 青 萝 轻 拂 好 象 有 西 风 飕 飕 而 生 。,generated:,"遥 夜 泛 清 瑟 ， 西 风 生 翠 萝 。
"
302,modern2poem: 古 台 破 败 草 木 已 经 凋 落 ， 秋 天 景 色 引 起 我 的 乡 思 。,generated:,"古 台 摇 落 后 ， 秋 日 望 乡 心 。
"
303,modern2poem: 我 在 南 山 下 种 植 豆 子 ， 地 里 野 草 茂 盛 豆 苗 豌 稀 。,generated:,"种 豆 南 山 下 ， 草 盛 豆 苗 稀 。
"
304,modern2poem: 高 高 的 山 顶 上 有 一 座 茅 屋 ， 从 山 下 走 上 去 足 有 三 十 里 。,generated:,"绝 顶 一 茅 茨 ， 直 上 三 十 里 。
"
305,modern2poem: 你 说 因 为 生 活 不 得 意 ， 回 乡 隐 居 在 终 南 山 旁 。,generated:,"君 言 不 得 意 ， 归 卧 南 山 陲 。
"
306,modern2poem: 诸 生 就 能 钻 研 解 说 一 起 切 蹉 。,generated:,"诸 生 讲 解 得 切 磋 。
"
307,modern2poem: 潮 气 与 毒 气 相 杂 到 处 腥 臊 。,generated:,"海 气 湿 蛰 熏 腥 臊 。
"
308,modern2poem: 世 事 何 等 地 纷 繁 渺 茫 ， 不 如 做 一 名 隐 居 的 钓 叟 。,generated:,"生 事 且 弥 漫 ， 愿 为 持 竿 叟 。
"
309,modern2poem: 我 在 年 少 时 离 开 家 乡 ， 到 了 迟 暮 之 年 才 回 来 。,generated:,"少 小 离 家 老 大 回 ，
"
310,modern2poem: 时 届 暮 春 白 雪 飘 飞 归 来 塞 外 ， 万 里 奔 波 渡 过 黄 河 绕 过 黑 山 。,generated:,"三 春 白 雪 归 青 冢 ， 万 里 黄 河 绕 黑 山 。
"
311,modern2poem: 阳 光 下 鹿 群 呦 呦 欢 鸣 ，,generated:,"呦 呦 鹿 鸣 ，
"
312,modern2poem: 手 持 杯 蛟 教 导 我 掷 占 方 法 ，,generated:,"手 持 杯 珓 导 我 掷 ，
"
313,modern2poem: 长 乐 宫 与 后 花 园 正 是 春 意 盎 然 ，,generated:,"长 乐 宫 连 上 苑 春 ，
"
314,modern2poem: 秋 水 胜 涨 ， 几 乎 与 岸 平 ， 水 天 含 混 迷 茫 与 天 空 浑 然 一 体 。,generated:,"八 月 湖 水 平 ， 涵 虚 混 太 清 。
"
315,modern2poem: 再 请 君 来 这 里 观 赏 菊 花 。,generated:,"还 来 就 菊 花 。
"
316,modern2poem: 柳 荫 下 的 人 们 等 待 着 船 靠 岸 。,generated:,"柳 边 人 歇 待 船 归 。
"
317,modern2poem: 纵 然 到 了 四 十 岁 还 要 到 西 部 边 疆 去 屯 田 。,generated:,"便 至 四 十 西 营 田 。
"
318,modern2poem: 两 只 黄 鹂 在 翠 绿 的 柳 树 间 婉 转 地 歌 唱 ，,generated:,"两 个 黄 鹂 鸣 翠 柳 ，
"
319,modern2poem: 在 我 东 晋 鼎 盛 日 ， 长 沙 郡 公 业 辉 煌 。,generated:,"在 我 中 晋 ， 业 融 长 沙 。
"
320,modern2poem: 苍 劲 钩 连 像 金 绳 铁 索 穿 锁 钮 ，,generated:,"金 绳 铁 索 锁 钮 壮 ，
"
321,modern2poem: 仪 容 举 止 都 要 符 合 潮 流 。,generated:,"容 止 顺 其 猷 。
"
322,modern2poem: 冒 着 严 寒 独 自 盛 开 。,generated:,"凌 寒 独 自 开 。
"
323,modern2poem: 想 在 山 中 找 个 人 家 去 投 宿 ，,generated:,"欲 投 人 处 宿 ，
"
324,modern2poem: 王 昭 君 生 长 的 乡 村 至 今 留 存 。,generated:,"生 长 明 妃 尚 有 村 。
"
325,modern2poem: 我 的 头 发 刚 刚 盖 过 额 头 ，,generated:,"妾 发 初 覆 额 ，
"
326,modern2poem: 唐 明 皇 爱 好 女 色 一 直 在 寻 找 绝 色 美 女 ，,generated:,"汉 皇 重 色 思 倾 国 ，
"
327,modern2poem: 万 里 奔 波 渡 过 黄 河 绕 过 黑 山 。,generated:,"万 里 黄 河 绕 黑 山 。
"
328,modern2poem: 长 信 宫 中 惟 有 秋 月 尚 明 ，,generated:,"长 信 宫 中 秋 月 明 ，
"
329,modern2poem: 哀 鸣 的 胡 雁 夜 夜 从 空 中 飞 过 ， 胡 人 士 兵 个 个 眼 泪 双 双 滴 落 。,generated:,"胡 雁 哀 鸣 夜 夜 飞 ， 胡 儿 眼 泪 双 双 落 。
"
330,modern2poem: 在 东 篱 之 下 采 摘 菊 花 ， 悠 然 间 ， 那 远 处 的 南 山 映 入 眼 帘 。,generated:,"采 菊 东 篱 下 ， 悠 然 见 南 山 。
"
331,modern2poem: 何 必 去 寻 找 世 外 的 仙 境 ， 人 世 间 就 有 美 好 的 桃 源 。,generated:,"何 用 别 寻 方 外 去 ， 人 间 亦 自 有 丹 丘 。
"
332,modern2poem: 相 伴 到 田 里 送 饭 食 ，,generated:,"相 随 饷 田 去 ，
"
333,modern2poem: 真 可 怜 呵 那 无 定 河 边 成 堆 的 白 骨 ，,generated:,"可 怜 无 定 河 边 骨 ，
"
334,modern2poem: 她 弹 熟 了 琵 琶 能 歌 善 舞 。,generated:,"惯 弹 琵 琶 解 歌 舞 。
"
335,modern2poem: 夜 静 更 深 ， 月 光 只 照 亮 了 人 家 房 屋 的 一 半 ， 另 一 半 隐 藏 在 黑 夜 里 。,generated:,"更 深 月 色 半 人 家 ，
"
336,modern2poem: 士 兵 们 也 靠 它 隐 蔽 遮 挡 。,generated:,"小 人 所 腓 。
"
337,modern2poem: 泪 水 湿 透 了 罗 巾 无 法 入 睡 好 梦 难 成 ， 深 夜 时 分 听 到 前 殿 传 来 按 着 节 拍 唱 歌 的 声 音 。,generated:,"泪 湿 罗 巾 梦 不 成 ， 夜 深 前 殿 按 歌 声 。
"
338,modern2poem: 经 过 了 近 十 年 的 战 乱 流 离 ，,generated:,"十 年 离 乱 后 ，
"
339,modern2poem: 秋 天 到 了 却 尚 未 见 它 开 放 。,generated:,"秋 来 未 著 花 。
"
340,modern2poem: 说 回 家 了 回 家 了 ， 但 已 到 了 年 末 仍 不 能 实 现 。,"generated:说 回,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,","曰 归 曰 归 ， 岁 亦 莫 止 。
"
341,modern2poem: 轻 悠 悠 的 波 光 涟 漪 荡 入 窗 户 。,generated:,"演 漾 在 窗 户 。
"
342,modern2poem: 两 岸 风 吹 树 动 枝 叶 沙 沙 作 响 ，,generated:,"风 鸣 两 岸 叶 ，
"
343,modern2poem: 虢 国 夫 人 受 到 皇 上 的 宠 恩 ， 大 清 早 就 骑 马 进 入 了 宫 门 。,generated:,"虢 国 夫 人 承 主 恩 ， 平 明 骑 马 入 宫 门 。
"
344,modern2poem: 青 黑 色 朝 天 耸 立 足 有 二 千 尺 。,generated:,"黛 色 参 天 二 千 尺 。
"
345,modern2poem: 一 连 喝 干 十 几 杯 还 没 有 醉 意 ，,generated:,"十 觞 亦 不 醉 ，
"
346,modern2poem: 乌 云 上 涌 ， 就 如 墨 汁 泼 下 ， 却 又 在 天 边 露 出 一 段 山 峦 ， 明 丽 清 新 ， 大 雨 激 起 的 水 花 如 白 珠 碎 石 ， 飞 溅 入 船 。,generated:,"黑 云 翻 墨 未 遮 山 ， 白 雨 跳 珠 乱 入 船 。
"
347,modern2poem: 黄 昏 里 吹 来 萧 瑟 凉 风 ， 听 晚 蝉 声 声 愁 绪 更 添 。,generated:,"日 夕 凉 风 至 ， 闻 蝉 但 益 悲 。
"
348,modern2poem: 意 中 之 人 在 何 处 ？,generated:,"所 谓 伊 人 ，
"
349,modern2poem: 寄 给 在 浮 梁 的 大 哥 、 在 於 潜 的 七 哥 ，,generated:,"寄 上 浮 梁 大 兄 、 於 潜 七 兄 、 乌 江 十 五 兄 ，
"
350,modern2poem: 在 乌 江 的 十 五 哥 和 在 符 离 、 下 邽 的 弟 弟 妹 妹 们 看 。,generated:,"兼 示 符 离 及 下 邽 弟 妹 。
"
