,inputs,preds,golds
185,modern2poem: 藤 叶 茂 密 又 繁 盛 。,generated:藤葉茂密又繁盛。,"维 叶 萋 萋 。
"
186,modern2poem: 自 己 到 处 漂 泊 像 什 么 呢 ？ 就 像 天 地 间 的 一 只 孤 零 零 的 沙 鸥 。,"generated:Where I Am, Where I Am, Where I Am, Where I Am, Where I Am, Where I Am, Where I Am, Where I Am, Where I Am, Where I Am, Where I Am, Where I Am, Where I Am, Where I Am, Where I Am, Where I Am, Where I Am, Where I Am, Where I Am, Where I Am","飘 飘 何 所 似 ， 天 地 一 沙 鸥 。
"
187,modern2poem: 羯 胡 人 狡 诈 事 主 终 究 不 可 靠 ，,"generated:羯 胡 人 狡诈 事 主 终 究 不 可 靠,","羯 胡 事 主 终 无 赖 ，
"
188,modern2poem: 统 治 全 国 多 年 竟 找 不 到 一 个 称 心 的 。,generated:统治全国 多年 竟 找 不 到 一 称心 の,"御 宇 多 年 求 不 得 。
"
189,modern2poem: 在 成 都 城 外 那 柏 树 茂 密 的 地 方 。,"generated:Where they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, they are, the","锦 官 城 外 柏 森 森 。
"
190,modern2poem: 仓 库 里 储 藏 了 很 多 腐 烂 的 粮 食 ，,"generated:Dump, dump, squander, squander, squander, squander, squander, squander, squander, squander, squander, squander, squander, squander, squander, squander, squander, squander, squander, squander, squander","仓 腐 寄 顿 ，
"
191,modern2poem: 驾 着 车 登 上 古 原 。,"generated:Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider, Rider,","驱 车 登 古 原 。
"
192,modern2poem: 远 看 高 山 色 彩 明 亮 ，,"generated:远看 高山 色彩 明亮,","远 看 山 有 色 ，
"
193,modern2poem: 月 亮 已 经 沦 没 而 迷 惑 不 清 ， 没 有 什 么 可 看 的 不 如 远 远 走 开 吧 。,generated:月亮 已经 沦 没 而 迷 不 清 没 什幺 可 看 不 如 远 走 开 吧.,"阴 精 此 沦 惑 ， 去 去 不 足 观 。
"
194,modern2poem: 在 你 生 活 的 当 时 ， 凤 鸟 不 至 ， 你 叹 息 命 运 不 好 ； 麒 麟 出 现 ， 你 又 忧 伤 哀 怨 ， 感 叹 世 乱 道 穷 。,"generated:When You Live, When When, Frog Bird No To, You Sing Life, Fate, No Good; 麒麟 現, You Sing Also, Fear, Fear, Fear, Feel, Fear, Fear, Fear, Fear, Fear, Fear, Fear, Fear, Fear, Fear, Fear, Fear, Fear, Fear, Fear, Fear,","叹 凤 嗟 身 否 ， 伤 麟 怨 道 穷 。
"
195,modern2poem: 谁 就 觉 得 府 第 屏 障 增 加 光 辉 。,generated:谁 就 觉 得府 第 屏障 増 加 光 辉.,"始 觉 屏 障 生 光 辉 。
"
196,modern2poem: 无 边 无 际 的 树 木 萧 萧 地 飘 下 落 叶 ， 望 不 到 头 的 长 江 水 滚 滚 奔 腾 而 来 。,"generated:Without edges Without edges of the tree tree tree 萧 萧 地 飘 下 落 葉, 望 不 到 頭 の long river water 滚 滚 奔 腾 来.","无 边 落 木 萧 萧 下 ， 不 尽 长 江 滚 滚 来 。
"
197,modern2poem: 苍 劲 钩 连 像 金 绳 铁 索 穿 锁 钮 ， 浑 然 又 像 织 梭 化 龙 九 鼎 沦 没 。,"generated:蒼 勁 鉤 连像 金 绳 鉄 索 穿 锁 钮, 渾 然 又像 织 梭 化 龍 九 鼎 沦 没.","金 绳 铁 索 锁 钮 壮 ， 古 鼎 跃 水 龙 腾 梭 。
"
198,modern2poem: 人 生 道 路 如 此 宽 广 ， 唯 独 我 没 有 出 路 。,"generated:人生道路 如此 宽广, 惟独 我 没 出路。","大 道 如 青 天 ， 我 独 不 得 出 。
"
199,modern2poem: 只 有 远 离 故 里 外 出 做 官 之 人 ，,"generated:Where shall they be, shall they be, shall they be, shall they be, shall they be, shall they be, shall they be, shall they be, shall they be, shall they be, shall they be, shall they be, shall they be, shall they be, shall they be, shall they be,","独 有 宦 游 人 ，
"
200,modern2poem: 长 沙 郡 公 业 辉 煌 。,generated:Chang Sha District Gong Yi Yi,"业 融 长 沙 。
"
201,modern2poem: 靠 捡 麦 穗 填 充 饥 肠 。,"generated:Straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw, straw,","拾 此 充 饥 肠 。
"
202,modern2poem: 弯 曲 的 山 路 上 原 本 没 有 雨 ，,generated:弯曲 の 山 路 上 原 本 没 有 雨,"山 路 元 无 雨 ，
"
203,modern2poem: 燕 地 小 草 像 碧 丝 般 青 绿 ，,"generated:燕 地 小 草像 碧丝 般青 绿,","燕 草 如 碧 丝 ，
"
204,modern2poem: 东 行 登 上 碣 石 山 ，,"generated:Eastern Journey Down Upper Inscription Stone Mountain,","东 临 碣 石 ，
"
205,modern2poem: 忧 心 如 焚 ，,"generated:忧心如焚,","忧 心 烈 烈 ，
"
206,modern2poem: 随 意 地 用 短 笛 吹 奏 着 不 成 调 的 的 乐 曲 。,"generated:Compositions by means of a short flute, a flute, a flute, a flute, a flute, a flute, a flute, a flute, a flute, a flute, a flute, a flute, a flute, a flute, a flute, a flute, a flute, a flute,","短 笛 无 腔 信 口 吹 。
"
207,modern2poem: 新 雨 中 草 色 多 么 青 翠 葱 绿 ，,"generated:New Rain Mid Grass Color多 么 Blue 翠 葱 Green,","草 色 新 雨 中 ，
"
208,modern2poem: 剧 辛 和 乐 毅 感 激 知 遇 的 恩 情 ， 竭 忠 尽 智 ， 以 自 己 的 才 能 来 报 效 君 主 。,generated:Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy Comedy,"剧 辛 乐 毅 感 恩 分 ， 输 肝 剖 胆 效 英 才 。
"
209,modern2poem: 回 乡 隐 居 在 终 南 山 旁 。,generated:Rural Hidden Residence In End South Mountain旁.,"归 卧 南 山 陲 。
"
210,modern2poem: 东 行 登 上 碣 石 山 ， 来 观 赏 那 苍 茫 的 海 。,generated:Eastern Journey Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper Upper,"东 临 碣 石 ， 以 观 沧 海 。
"
211,modern2poem: 八 月 秋 深 狂 风 大 声 吼 叫 ，,"generated:Eight Months, Autumn, Deep, Crash, Wind, Great, Scream, Call,","八 月 秋 高 风 怒 号 ，
"
212,modern2poem: 山 上 的 树 重 重 遮 住 了 远 望 的 视 线 ，,generated:trees on the hill heavy heavy shade shelter a distant view of the line.,"岭 树 重 遮 千 里 目 ，
"
213,modern2poem: 大 赦 文 书 一 日 万 里 传 四 方 ，,generated:Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōshō Ōs,"赦 书 一 日 行 万 里 ，
"
214,modern2poem: 从 竹 林 的 缝 隙 里 看 洒 落 下 余 晖 的 夕 阳 。,"generated:Through the seam of the woods, the shores of the forest, the shades of the woods, the sunsets of the sunsets.","竹 中 窥 落 日 。
"
215,modern2poem: 身 经 沙 场 百 战 铁 甲 已 破 碎 ，,"generated:身经沙场百战铁甲 已 破碎,","百 战 沙 场 碎 铁 衣 ，
"
216,modern2poem: 焚 烧 杀 戮 掠 夺 ，,generated:焚烧 殺戮 掠夺,"焚 烧 杀 掠 ，
"
217,modern2poem: 江 东 亲 友 有 几 人 正 望 眼 欲 穿 ，,generated:Ōe Hi no Tomoe A few People Right Looking Eye Wanting 穿ing,"江 上 几 人 在 ，
"
218,modern2poem: 晚 风 将 松 涛 声 送 进 窗 户 里 。,generated:晩風 将松濤 声 送入窓内,"松 声 晚 窗 里 。
"
219,modern2poem: 建 国 与 吴 魏 三 分 天 下 成 鼎 足 ， 恢 复 五 铢 钱 币 志 在 汉 室 振 兴 。,"generated:建国 與 吴 魏 三 分 天 下 成 鼎 足, 恢 復 5 铢 钱 幣 志 在漢 室 振 興.","势 分 三 足 鼎 ， 业 复 五 铢 钱 。
"
220,modern2poem: 凄 惨 悲 伤 让 我 肝 肠 寸 断 。,"generated:Poor, sad, sad, sad, struck me, liver, gut, stomach, stomach, stomach, stomach, stomach, stomach, stomach, stomach, stomach, stomach, stomach, stomach, stomach, stomach, stomach, stomach, stomach, stomach, stomach, stomach,","凄 怆 摧 心 肝 。
"
221,modern2poem: 家 业 在 灾 年 中 荡 然 一 空 ， 兄 弟 分 散 各 自 你 西 我 东 。,"generated:家業 在 灾 年 荡 然 一 空, 兄 弟 分 散 各 自 你 西 我 東.","时 难 年 荒 世 业 空 ， 弟 兄 羁 旅 各 西 东 。
"
222,modern2poem: 珍 贵 之 木 的 高 处 啊 ，,"generated:Noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble, noble,","矫 矫 珍 木 巅 ，
"
223,modern2poem: 又 到 了 十 月 小 阳 春 。,"generated:Also to the October, the Autumn, the Spring.","岁 亦 阳 止 。
"
224,modern2poem: 柳 绿 花 艳 忽 然 眼 前 又 出 现 一 个 山 村 。,generated:Leaf Green Flower艳 忽然 眼 前 又 出 現 一 山村。,"柳 暗 花 明 又 一 村 。
"
225,modern2poem: 大 雪 纷 飞 落 满 了 身 上 的 弓 刀 。,generated:Ōsetsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu setsu,"大 雪 满 弓 刀 。
"
226,modern2poem: 好 比 晨 露 转 瞬 即 逝 ， 失 去 的 时 日 实 在 太 多 ！,"generated:Better than Morning, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn, Dawn,","譬 如 朝 露 ， 去 日 苦 多 。
"
227,modern2poem: 孔 明 庙 前 有 一 株 古 老 的 柏 树 ， 枝 干 色 如 青 铜 根 柢 固 如 盘 石 。,"generated:Ancient Ancient Ancient Arbor Tree, branch Dry Color like blue Copper Root Root Solid like disk Stone.","孔 明 庙 前 有 老 柏 ， 柯 如 青 铜 根 如 石 。
"
228,modern2poem: 大 清 早 就 骑 马 进 入 了 宫 门 。,generated:Ō Kiyo Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō Ō,"平 明 骑 马 入 宫 门 。
"
229,modern2poem: 僧 人 告 诉 我 说 ， 古 壁 佛 画 真 堂 皇 ， 用 火 把 照 看 ， 迷 迷 糊 糊 看 不 清 爽 。,generated:Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist Buddhist,"僧 言 古 壁 佛 画 好 ， 以 火 来 照 所 见 稀 。
"
230,modern2poem: 什 么 时 候 你 能 载 酒 到 这 里 来 ，,"generated:When You Can Carry the Wine into This, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come in, Come","何 当 载 酒 来 ，
"
231,modern2poem: 客 居 在 万 里 之 外 的 危 险 地 方 。,"generated:Passenger Outside the hundreds of miles of the world, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger, Danger,","羁 危 万 里 身 。
"
232,modern2poem: 听 的 人 都 为 她 悲 伤 。,generated:Everyone who listens to her is sorrowful and sad.,"闻 者 为 悲 伤 。
"
233,modern2poem: 我 在 山 中 修 身 养 性 ， 观 赏 朝 槿 晨 开 晚 谢 ； 在 松 下 吃 着 素 食 ， 和 露 折 葵 不 沾 荤 腥 。,generated:ụụụụụụụụụụụụụụụụụụụụụụụụụụụụụụụụ��,"山 中 习 静 观 朝 槿 ， 松 下 清 斋 折 露 葵 。
"
234,modern2poem: 黄 昏 时 来 到 空 潭 隐 蔽 之 地 ， 安 然 地 修 禅 抑 制 心 中 毒 龙 。,"generated:黄昏 时来 到 空 潭 隐蔽 之 地, 安然 地 修禅 抑 制 心 中 毒 龍.","薄 暮 空 潭 曲 ， 安 禅 制 毒 龙 。
"
235,modern2poem: 三 杯 下 肚 ， 一 诺 千 金 ， 义 气 重 于 五 岳 。,"generated:Third 盃 Lower 肚, a No thousand dollars, a Cause of Strength upon Five Summits.","三 杯 吐 然 诺 ， 五 岳 倒 为 轻 。
"
236,modern2poem: 我 悟 到 洞 庭 波 兮 木 叶 下 的 诗 情 。,generated:I 悟 to 洞庭 波 兮 木 葉 下 の詩 情.,"自 觉 洞 庭 波 。
"
237,modern2poem: 贫 家 的 女 儿 不 识 绮 罗 的 芳 香 ，,"generated:Poor house of female child neither recognize 綺羅 の芳香,","蓬 门 未 识 绮 罗 香 ，
"
238,modern2poem: 是 因 为 有 永 不 枯 竭 的 源 头 源 源 不 断 地 为 它 输 送 活 水 。,generated:因 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為 為,"为 有 源 头 活 水 来 。
"
239,modern2poem: 牢 房 内 闪 着 点 点 鬼 火 一 片 静 谧 ， 春 院 里 的 门 直 到 天 黑 都 始 终 紧 闭 。,generated:Prison House In Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison Prison,"阴 房 阗 鬼 火 ， 春 院 閟 天 黑 。
"
240,modern2poem: 秋 雨 滴 落 梧 桐 叶 场 面 寂 寞 更 惨 凄 。,generated:Autumn Rain Drop Fall 梧桐 Leaf Surface 寂 寞 更 凄 凄.,"秋 雨 梧 桐 叶 落 时 。
"
241,modern2poem: 密 林 之 中 何 人 知 晓 我 在 这 里 ？,generated:Where I Know I Know In This?,"深 林 人 不 知 ，
"
242,modern2poem: 我 本 来 就 没 有 家 ， 不 安 身 在 这 里 又 能 到 哪 里 去 呢 ? 何 况 就 算 是 故 乡 ， 也 没 有 像 这 里 这 样 优 美 的 湖 光 山 色 。,"generated:Where is it that is the home, and is it that is the place, and is it that is the place, and is it that is the place, and is it that is the place, and is it that is the place, and is it that is the place, and is it that is the place, and is it that is the place, and is it that is the place, and is it that is the place, and is it that is the place, and is","我 本 无 家 更 安 往 ， 故 乡 无 此 好 湖 山 。
"
243,modern2poem: 灯 火 照 耀 着 西 宫 知 道 是 在 夜 饮 ， 眼 前 分 明 浮 现 复 道 蒙 恩 受 宠 时 。,"generated:燈 火 照 耀 着 西宮 知道 是 在 夜 饮, 眼 前 分明 浮 現 復道 蒙 恩 受 寵 時。","火 照 西 宫 知 夜 饮 ， 分 明 复 道 奉 恩 时 。
"
244,modern2poem: 远 看 天 边 的 树 林 活 象 是 荠 菜 ，,"generated:Looking at the sky, looking at the edge of the tree, looking at the forest, looking at the elephant, looking at the elephant, looking at the elephant, looking at the elephant, looking at the elephant, looking at the elephant, looking at the elephant, looking at the elephant, looking at the elephant, looking at the elephant, looking at the elephant,","天 边 树 若 荠 ，
"
245,modern2poem: 我 这 老 夫 ， 真 不 知 哪 是 要 去 的 地 方 ，   荒 山 里 迈 步 艰 难 ， 越 走 就 越 觉 凄 伤 。,"generated:Where I Am, the Old Man, I Don't Know What Is To Go, The Land, The Mountains, The Walks, The Hard, The Hard, The Walking, The Walking, The Walking, The Walking, The Walking, The Walking, The Walking, The Walking, The Walking, The Walking, The Walking, The Walking, The Walking, The Walking, The Walking, The Walking","老 夫 不 知 其 所 往 ， 足 茧 荒 山 转 愁 疾 。
"
246,modern2poem: 黄 鹤 一 去 再 也 没 有 回 来 ， 千 百 年 来 只 看 见 悠 悠 的 白 云 。,"generated:Once again, no one has come back, thousands of years, only see see 悠悠の白い雲.","黄 鹤 一 去 不 复 返 ， 白 云 千 载 空 悠 悠 。
"
247,modern2poem: 傍 晚 时 心 情 不 快 ， 驾 着 车 登 上 古 原 。,"generated:傍晚 时 心 情 不 快, 驾 着 车 登 古 原","向 晚 意 不 适 ， 驱 车 登 古 原 。
"
248,modern2poem: 在 南 浦 凄 凉 愁 苦 的 分 别 ， 秋 风 萧 索 黯 淡 。,"generated:Southern Poe 凄凉 愁 苦 分別, 秋风 蕭索 黯淡.","南 浦 凄 凄 别 ， 西 风 袅 袅 秋 。
"
249,modern2poem: 与 吐 蕃 接 壤 的 白 雪 戍 是 那 么 的 遥 远 ， 黄 云 海 戍 迷 离 不 见 。,generated:ụụụụụụụụụụụụụụụụụụụụụụụụụụụụụụụụ��,"白 雪 关 山 远 ， 黄 云 海 戍 迷 。
"
250,modern2poem: 山 中 砍 柴 人 差 不 多 走 尽 ， 烟 霭 中 鸟 儿 刚 归 巢 安 息 。,generated:山中 砍柴 人 差 不 多 走 尽 烟 霭 中 鸟儿 刚 帰 巢 安息.,"樵 人 归 欲 尽 ， 烟 鸟 栖 初 定 。
"
251,modern2poem: 孩 子 睡 觉 姿 势 不 好 把 被 子 蹬 破 了 。,generated:Daughter Sleep Sleep Position Height No Good Getting a Pair Runner Breaking,"娇 儿 恶 卧 踏 里 裂 。
"
252,modern2poem: 江 面 上 传 来 马 的 嘶 鸣 看 船 归 ，,generated:Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi Ōmi,"波 上 马 嘶 看 棹 去 ，
"
253,modern2poem: 流 动 的 平 羌 江 上 ， 倒 映 着 月 影 。,"generated:Movement of the hills of the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river, the river","影 入 平 羌 江 水 流 。
"
254,modern2poem: 它 虽 有 苦 心 也 难 免 蝼 蚁 侵 蚀 ，,"generated:Though it has suffering, it is also difficult to avoid the invasion of the ants and the erosion of the ants.","苦 心 岂 免 容 蝼 蚁 ，
"
255,modern2poem: 正 要 带 领 轻 骑 兵 去 追 赶 ，,generated:Should carry a collar Light 骑 a soldier Go chase a chase,"欲 将 轻 骑 逐 ，
"
256,modern2poem: 牧 童 笑 而 不 答 遥 指 杏 花 山 村 。,generated:詩人 童 笑 不 答 遥 指 杏 花 山 村.,"牧 童 遥 指 杏 花 村 。
"
257,modern2poem: 助 长 了 炎 热 的 肆 虐 ，,generated:They encourage the feverish and the harsh.,"助 长 炎 虐 ，
"
258,modern2poem: 恢 复 五 铢 钱 币 志 在 汉 室 振 兴 。,generated:恢復五 铢 钱 幣 志 在漢 室 振 興.,"业 复 五 铢 钱 。
"
259,modern2poem: 当 年 在 岐 王 宅 里 ， 常 常 见 到 你 的 演 出 ； 在 崔 九 堂 前 ， 也 曾 多 次 欣 赏 你 的 艺 术 。,"generated:When When In the House of King Ji, Always Always See You's Presentation; When In the House of King Ji, Also Always See You's Painting.","岐 王 宅 里 寻 常 见 ， 崔 九 堂 前 几 度 闻 。
"
260,modern2poem: 幸 福 不 会 凭 空 至 ，,generated:Happiness No shall choose between empty and empty lines.,"福 不 虚 至 ，
"
261,modern2poem: 难 道 不 怕 猎 人 的 金 弹 丸 ？,generated:Why not fear the Golden Bullet of the Hunter?,"得 无 金 丸 惧 ？
"
262,modern2poem: 香 炉 峰 瀑 布 与 它 遥 遥 相 望 ， 重 崖 叠 嶂 耸 云 霄 莽 莽 苍 苍 。,"generated:香炉峰瀑布 与它遥遥相望,重崖叠 嶂 耸云 霄 莽 莽 蒼 蒼.","香 炉 瀑 布 遥 相 望 ， 回 崖 沓 嶂 凌 苍 苍 。
"
263,modern2poem: 风 急 天 高 猿 猴 啼 叫 显 得 十 分 悲 哀 ，,"generated:Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm, Calm,","风 急 天 高 猿 啸 哀 ，
"
264,modern2poem: 深 夜 时 分 听 到 前 殿 传 来 按 着 节 拍 唱 歌 的 声 音 。,generated:Symphony of the Symphony of the Symphony of the Symphony of the Symphony of the Symphony of the Symphony of the Symphony of the Symphony of the Symphony of the Symphony of the Symphony of the Symphony of the Symphony of the Symphony of the Symphony of the Symphony of the Symphony of the Symphony of the Symphony of,"夜 深 前 殿 按 歌 声 。
"
265,modern2poem: 喜 气 洋 洋 归 夫 家 。,"generated:Compositions by Felix Ritter, Duke of Bavaria.","宜 其 室 家 。
"
266,modern2poem: 西 原 贼 人 攻 入 道 州 城 ，,"generated:西原 贼人 攻入 道 州 城,","西 原 贼 入 道 州 ，
"
267,modern2poem: 孔 明 庙 前 有 一 株 古 老 的 柏 树 ，,generated:Ancient trees of the ancient trees of the ancient trees of the ancient trees of the ancient trees of the ancient trees of the ancient trees of the ancient trees of the ancient trees of the ancient trees of the ancient trees of the ancient trees of the ancient trees of the ancient trees of the ancient trees of the ancient trees of the ancient,"孔 明 庙 前 有 老 柏 ，
"
268,modern2poem: 喝 醉 酒 酣 睡 不 知 天 已 黄 昏 ，,"generated:醉酒 酣睡 不知 天 已 黄昏,","醉 卧 不 知 白 日 暮 ，
"
269,modern2poem: 太 真 听 说 君 王 的 使 者 到 了 ， 从 绣 饰 华 美 的 帐 子 里 惊 醒 。,generated:Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi no Ōmi,"闻 道 汉 家 天 子 使 ， 九 华 帐 里 梦 魂 惊 。
"
270,modern2poem: 白 雪 也 嫌 春 色 来 得 太 晚 了 ， 所 以 有 意 化 作 花 儿 在 庭 院 树 间 穿 飞 。,generated:♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫ ♫,"白 雪 却 嫌 春 色 晚 ， 故 穿 庭 树 作 飞 花 。
"
271,modern2poem: 牧 童 骑 在 黄 牛 背 上 ， 嘹 亮 的 歌 声 在 林 中 回 荡 。,"generated:Rider on the Yellow Horse on the Back, Rising Song in the Forest.","牧 童 骑 黄 牛 ， 歌 声 振 林 樾 。
"
272,modern2poem: 秋 风 萧 索 黯 淡 。,generated:Autumn Wind萧索 黯淡.,"西 风 袅 袅 秋 。
"
273,modern2poem: 穿 上 衣 服 推 开 枕 头 出 了 睡 帐 ，,generated:Clothes Up Clothes Up Clothes Up Tables Out Tables,"揽 衣 推 枕 起 徘 徊 ，
"
274,modern2poem: 山 峦 重 叠 水 流 曲 折 正 担 心 无 路 可 走 ， 柳 绿 花 艳 忽 然 眼 前 又 出 现 一 个 山 村 。,"generated:山峦 重叠 水 流曲 折 正 担 心 無路 可 走, 柳 绿 花 艳 忽 然 眼 前 又 出 現 一 山村。","山 重 水 复 疑 无 路 ， 柳 暗 花 明 又 一 村 。
"
275,modern2poem: 我 和 猫 儿 都 不 愿 出 门 。,"generated:I and the cat, I don't want to go out of the door.","我 与 狸 奴 不 出 门 。
"
276,modern2poem: 年 年 战 死 的 尸 骨 埋 葬 于 荒 野 ， 换 来 的 只 是 西 域 葡 萄 送 汉 家 。,"generated:Year Year Battle Death 屍 骨 埋 葬 於 荒野, 换 来 的 只 是 西 域 葡 萄 送 漢 家.","年 年 战 骨 埋 荒 外 ， 空 见 蒲 桃 入 汉 家 。
"
277,modern2poem: 我 在 南 陵 嫌 送 信 人 来 得 太 迟 。,generated:I am in the South Cemetery Sorry to send a letter to a man to come too late.,"南 陵 寓 使 迟 。
"
278,modern2poem: 青 枫 树 叶 已 变 红 秋 霜 已 下 降 。,generated:Autumn Snow Left Down,"青 枫 叶 赤 天 雨 霜 。
"
279,modern2poem: 轮 台 城 头 夜 里 吹 起 号 角 ， 轮 台 城 北 旄 头 星 正 降 落 。,generated:Roller tower City Head Night tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower tower,"轮 台 城 头 夜 吹 角 ， 轮 台 城 北 旄 头 落 。
"
280,modern2poem: 意 中 之 人 在 何 处 ？ 就 在 河 水 那 一 方 。,"generated:Where is the man? In the river, in the water, in the one side.","所 谓 伊 人 ， 在 水 一 方 。
"
281,modern2poem: 要 问 池 塘 里 的 水 为 何 这 样 清 澈 呢 ？,generated:Why is it that the water in the pond is so clear and clear?,"问 渠 那 得 清 如 许 ？
"
282,modern2poem: 蓬 莱 宫 中 的 孤 寂 时 间 还 很 漫 长 。,generated:Compositions by Claude Monet,"蓬 莱 宫 中 日 月 长 。
"
283,modern2poem: 月 色 如 霜 所 以 霜 飞 无 从 觉 察 ， 洲 上 的 白 沙 和 月 色 融 合 在 一 起 看 不 分 明 。,generated:Tsuki no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no Shi no,"空 里 流 霜 不 觉 飞 ， 汀 上 白 沙 看 不 见 。
"
